id,premise,hypothesis,lang_abv,language,label
ece9751c47,"Эти возможности были недостаточными, но мало что было сделано для их расширения или реформирования.",Их программа наблюдения не сильно изменилась.,ru,Russian,1
c954817f6e,"Я пошел дальше, взял багаж и пришел по адресу, по которому был должен прийти.",Я отнес сумку в его комнату.,ru,Russian,1
e1392c103f,"Использование технологий может сократить время, необходимое поставщикам и персоналу для личного предоставления услуг по скринингу и оказанию помощи, а также для целевых пациентов, которые могут извлечь выгоду из кратких сообщений быстрого реагирования.","Технология может сократить время, затрачиваемое провайдерами и персоналом на отбор людей.",ru,Russian,0
6431556796,"Дети, посещающие наши программы, заранее готовятся к театральному опыту в рамках учебного плана.","Дети смотрят наши шоу, прежде чем они приступают к выступлению самостоятельно.",ru,Russian,1
9c30aac0f3,Я прошу тебя присоединиться ко мне в работе над обновлением клятвы поддержки университетских библиотек IUPUI и рассмотреть возможность увеличить свой вклад.,IUPUI требует поддержки.,ru,Russian,0
bac217d001,"Глядя в будущее, примерно треть ответивших организаций сообщили, что они рассматривают возможность дальнейшей передачи функций контроля дизайна внешним исполнителям.",Ни одно из агенств не рассматривает передачу на аутсорсинг функцию проверки дизайна.,ru,Russian,2
6f53716114,"ей-богу, вы знаете, что он вообще не придерживался никаких правил и даже, похоже, не беспокоился на этот счет, конечно, они его исключили",Он нарушил все правила.,ru,Russian,0
b4358ba5c9,это как сравнивать сбережения,"У меня тоже нет ничего, с чем можно было бы это сравнить.",ru,Russian,2
0a2abaed54,"ну эээ я имею в виду есть же еще что-то где они могут срезать и, ну, необязательно что они срежут именно здесь","Просто больше нет ничего, что они могли бы отрезать!",ru,Russian,2
2720a1773f,"Вообще говоря, слова возникли очень давно.",Большинство слов достаточно древние.,ru,Russian,0
341e5fb50b,"Сегодня гости ток-шоу часто проходят целые тренинги о том, как уходить от ответа на вопрос, и даже трехлетний ребенок имеет в запасе эффектную реплику.","Гости ток-шоу не знают, как избежать ответов на вопросы.",ru,Russian,2
25bed25987,"ну, ер это смешно, и ер я думаю мне просто нравятся забавные шоу, обычно","Наверное, мне придется посмотреть это новое комедийное шоу.",ru,Russian,1
0f79e75a09,В прошлом году 17% текущего бюджета музея составили взносы постоянных спонсоров.,В прошлом году менее четвертой части текущего бюджета Музея поступило от пожертвований.,ru,Russian,0
563004239e,"Американцам также следует подумать над тем, как провести вот это - организовать свое правление по-иному.","Правительство может быть организовано в виде множества небольших ячеек, чтобы избежать обнаружения.",ru,Russian,1
5b22d36e7e,"После начального отклонения заявке Хазми о запроса кредита, администратор согласился разрешить ему использовать банковский счет администратора для получения 5000 долларов США с денежным переводом",Ходатайство Хазми о предоставлении займа удовлетворено не было.,ru,Russian,0
32b85ed2a4,"Заштрихованная трапеция - это потеря дохода этих почтовых служб как рынка, учитывая, что они не могут модернизироваться.",Отправители не смогут компенсировать потеру перекрестной траверсы.,ru,Russian,1
1bbfd3441d,"Она перешла к написанию «Мексиканской деревни» — роману, в котором описывается множество мексиканских народных обычаев и традиций.",Она была мексиканкой.,ru,Russian,1
f777a53207,Это определенно также характеризует первичное звено здравоохранения.,Такое случается только у специалистов.,ru,Russian,2
69a40bc1be,"да, я помню, что мои бабушка с дедушкой вместе со мной всегда ходили на дорогу и собирали пивные банки",Группа людей собиралась и убирала с улиц мусор.,ru,Russian,1
169237748d,"Прогуливаться по палубам и беседовать с актёрами, исполняющими роль матросов и переселенцев.",Матросы и поломники были стопроцентно настоящие.,ru,Russian,2
98a5fab4c1,"В 1972 г. подразделение Miller Brewing Co. корпорации Phillip Morris, Inc., приобрело права на торговую марку пива Lite путем выкупа доли Meister Brau Inc..","Phillip Morris, Inc.'s Miller Brewing Co. выкупила Meister Brau Inc. в 1972 году и, следовательно, стала владеть маркой пива Lite.",ru,Russian,0
ddaa314f99,"Это так же верно в отношении знаменитых выходцев из Индианы, таких как Уиткомб Райли, Юджин В. Дебс и Мадам Си Джей.",Юджин Дебс родом с Индианы.,ru,Russian,0
5a88917e5f,"В центре курорта, в защищенных водах внутренней лагуны, существует программа Плавания с Дельфинами.","Вы можете поплавать с дельфинами, которые вытворяют  сумасшедшие вещи.",ru,Russian,1
e78cc6ef0e,"Лингвисты показали, что первый lingua france (средиземноморский Lingua Franca, как называют его многие лингвисты) использовался еще до первого крестового похода, который начался в 1096 году н.э.","На первом общепринятом языке впервые заговорили во Франции, после того, как закончился первый крестовый поход.",ru,Russian,2
87a545e938,"Очевидно, то наше обсуждение следует приостановить до публикации этой амбициозной книги.","После публикации данной книги, мы назначим встречу и продолжим нашу дискуссию.",ru,Russian,1
861b820c23,"Влияние Х. Х. Ричардсона продолжалось меньше по времени; но, по крайней мере, 20 лет романского стиля правления Ричардсона изменили Соединенные Штаты, как эстетический Джаггернаут, по красочному определению Крама.",Ричардсон не был влиятельным долгое время.,ru,Russian,0
3084c9cce9,"Рядом с церковью находится все, что осталось от Контра-Аквинкума, раскопанной площади со скамейками, табличками и рельефами.",На площади было невозможно сесть.,ru,Russian,2
e844ff145b,но у нас обычно знаешь юбка и юбка и блузка или костюм или платье это у нас увидишь так что мне очень нравится работать дома потому что можно надеть штаны,Я не наряжаюсь когда работаю дома.,ru,Russian,0
eb3c130232,"Эти возможности были недостаточными, но мало что было сделано для их расширения или реформирования.",Они прошли через многое чтобы пережить это всё.,ru,Russian,2
0f9b3fcddb,"Это может привести к повышению уровня преступности. Они приходят и крадут ваш телевизор, а затем продают его. Они просто больше не могут работать.","Люди будут работать, если у них есть такая возможность.",ru,Russian,1
0d6f0fcc51,"Стой! - Блад остановил его своим приказом, властно положив руку на плечо канонира.",С помощью убийства стрелок пытался донести свое сообщение.,ru,Russian,2
976c77ee41,"Я отчитывался перед определенными лицами в Дель-Рио, затем я был вынужден отправиться в базу ВВС в Лафлине, которая совсем недавно открылась заново.",База ВВС Лафлина является домом для 10 000 солдат.,ru,Russian,1
3a9059a3ab,Вам расскажет об этом Мэри Трэил.,Мэри Трэйл может рассказать про осла,ru,Russian,1
d17870fe94,"да, у меня два мальчика: 12 и 16 лет.","У меня два сына, которым сейчас по двадцать с чем-то лет.",ru,Russian,2
59388b1124,"Это может быть нашей контрольной башней, предложил он Вэнсу, указывая на угол книжной полки.",Дети играют с игрушечными самолетами.,ru,Russian,1
63385c9ab9,"И она, такая, говорит, - смотреть нужно сюда, и сюда... и указывает мне, типа, три разных места, куда нужно смотреть в компьютере.","Она сказала, что папки будут на рабочем столе.",ru,Russian,1
bc75fd1b2e,Вам расскажет об этом Мэри Трэил.,Мэри Трэйл знает об этом.,ru,Russian,0
41bb604350,"Он нашел единственный путь, и, каким бы неприятным он ему ни казался, он был вынужден пойти на это.",Он определенно помешался на мысли заполучить его.,ru,Russian,1
22f2e978cf,"Если не считать отступлений, большая часть музыки перкуссионна и служит для поддержания и отражения действий и настроения.",Много музыки приходится на барабаны.,ru,Russian,0
7477fd6343,"Она поняла, что, возможно, сама  спровоцировала его гнев.","Он был очень рад, поэтому она не боялась его гнева.",ru,Russian,2
6d527cf505,"На траверзе Арабеллы через гавань стояли белые дома с плоскими фасадами, дома этого красивого города, спускавшегося к самой кромке воды.","Арабела пришла в крошечный город, который находился на безлюдном пустыре.",ru,Russian,2
ff854cef69,Через нее и через вас.,Через их обоих.,ru,Russian,0
48d036806f,"Да, ведь это просто невозможно, не так ли?","Честно говоря, не похоже, что это может произойти.",ru,Russian,0
467c47e5a7,"Стив, я даже не могу поднять твой бумажник, ответил Хатч.","Хэтч пошутил, что даже не может поднять бумажник Стива.",ru,Russian,0
845ed0c557,Данная группа доноров будет напрямую оказывать содействие ректору по вопросам обеспечения нужд преподавательского состава и учащихся.,Группа спонсоров поможет Канцлеру купить новый частный самолет для его семьи.,ru,Russian,2
43f24370b2,"Аналогичным образом, Закон о финансовых директорах и федеральной финансовой реформе, Глобальное генеральное соглашение для договоров репо и Закон о работе правительства и её результатах вводят новые требования для федеральных финансовых организаций.",Закон о финансовых директорах и федеральной финансовой реформе существенно снизил требования к финансовым организациям.,ru,Russian,2
111b3f03d3,"Это скалистая территория, где фермер по имени Лавер спрятался среди валунов от желающих его убить.","Любовник бежал от правосудия, чтобы спасти свою жизнь.",ru,Russian,1
c10977f4a4,"Вряд ли можно ожидать большого количества корпоративных ответов от всего этого шипения, гула и криков на заседании у министра труда США.",Корпоративные представители носят костюмы.,ru,Russian,1
d6e6a1e320,"Итак, мы жили в этой области.",Наш дом находился далеко от этого места.,ru,Russian,2
7a360ea31b,"Да, и еще должен тебе сказать, что сегодня был момент, когда я совсем было собрался уволиться.",Я почти завершил процесс выхода.,ru,Russian,0
769eea642d,"это вроде как мыльная, типа ночная  мыльная опера вещь",Это похоже на мыльную оперу.,ru,Russian,0
108d0023fa,"Однако, в прошлые столетия это место было магнитом для пиратов Карибского моря из-за расположения вдали от когтей колониальных сюзеренов Гаваны, Сан-Хуана в Пуэрто-Рико и Панамы, ближайших колониальных сторожевых постов.",В Карибском море никогда не было пиратов.,ru,Russian,2
836fb19546,"У меня же в свою очередь есть такие желания, что я буду куда более рад грушам, а не яблокам.",Я яблокам предпочитаю груши.,ru,Russian,0
292c01f5c0,Благодарим вас за поддержку Музея искусств Индианаполиса в 1999 году.,"Спасибо, но мы не поблагодарим вас за отмену пожертвования в 1999 году.",ru,Russian,2
f28f629bc7,"Пожалуйста, не перематывайте наш список бывших доноров.","У нас слишком много спонсоров, поэтому, пожалуйста, не делайте больше пожертвования.",ru,Russian,2
42aedbfcb3,"Организация совместного времяпрепровождения родителей и детей - это первый шаг к реализации идей и методов, которые я буду обсуждать в этой книге.","Согласно этой книге, родители не должны проводить время с детьми.",ru,Russian,2
d5fc5c1713,"я не знаю, вы же приехали из Техаса, и вы, вероятно, я не знаю, наверное, мне не стоит мыслить стереотипами, но контроль над оружием, наверное, воспринимается там негативно, мне кажется","Не думаю, что контроль за оборотом оружия расстроит жителей Техаса.",ru,Russian,2
38f53fe596,Звонок в ОАЭ был впервые заявлен ЦРУ 16 мая.,ЦРУ сообщила о звонке в ОАЭ 16 мая.,ru,Russian,0
70b436a36d,"Наконец, если данные, которые вы оценили, не являются полностью достоверными, вы должны включить данные факты в отчет и рекомендовать объекту аудита принять корректирующие действия.",Подвергшаяся аудиту структура может предпринять меры по исправлению недостатков с целью повышения достоверности данных.,ru,Russian,0
a401a3c5b8,"Нет, она родилась в 1900-м, так как ей было 16 лет, а это должно было быть в 1926-м, 19, ну или до 1930-го.",Она родилась 1 января 1990 года.,ru,Russian,1
891ec512e4,"Ничто не возникает из ничего, - изрек Лукреций две тысячи лет назад, и тавтологи доказали его правоту.",Лукреций жил две тысячи лет назад и сделал правдоподобные аргументы.,ru,Russian,0
5cabd580f4,"Его рука сомкнулась на прикладе одного из пистолетов, который ему швырнули.","Он вооружился, поскольку собирался проникнуть в еще более опасную часть города.",ru,Russian,1
a585eca389,"Раз знак «Открыто» стал платиновым, почему бы не сделать «Закрыто» неоновым?",Знак ОТКРЫТО загорается.,ru,Russian,0
55805d20d9,"наверное, они не были самыми гениальными людьми в мире, но это были очень симпатичные люди, уделявшие искреннее внимание тем, кто хотел учиться","Они, возможно, не самые умные, но они были очень дружелюбны и очень заинтересованы в изучении.",ru,Russian,0
8fce02217b,"Кроме того, как бы мне помогло то, что они останутся? А после того как Питт ему не ответил, он сказал: Вот видишь, и пожал плечами.","Он сказал им, что понимает суть дела, но в конечном итоге это не имеет большого значения.",ru,Russian,1
e2f34b2a05,"Этот проект, который называется Партнеры за справедливость —совместная работа программ LSC, LATIS и Appleseed Justice Center, программы South Carolina Bar Pro Bono, 46 предприятий социального обеспечения.",Этот проект не стал чересчур  успешным,ru,Russian,1
ef2a18d742,"Рядом с церковью находится все, что осталось от Контра-Аквинкума, раскопанной площади со скамейками, табличками и рельефами.",Рядом с церковью есть площадь.,ru,Russian,0
ee1fedc8e7,"да, мы явно стараемся, чтобы они оставались бедными, униженными и беспомощными",Наши действия не дают им становиться лучше.,ru,Russian,0
00b23f5bb3,"и еще это заставит людей компактнее складывать мусор. Ограничение объема, похоже, более актуальная проблема, чем ограничение веса","Люди, ограничивающие количество мусора, являются большей проблемой, чем вес реального мусора.",ru,Russian,0
7e3cea588c,"В качестве простого примера, представьте, что стоимость worksharing  составляет 10а, а стоимость основной почты — 16а.","Распределение объёмов работ требует больших затрат, нежели отправка почтовой корреспонденции.",ru,Russian,2
1ad27be382,"Халлад выдвинул другую версию, предположив, что все трое вместе отправились в Карачи.","Халед сказал, что он ничего не знает об этих троих",ru,Russian,2
e1a17e2e28,"упс, нет, я живу не на кампусе.",Я не живу на кампусе.,ru,Russian,0
e623f0490b,"Но, хоть он и использует грамматику, слова и идиомы стандартного английского - как в газетах, книгах, журналах и статьях - все мы замечаем в его речи акцент и интонации.","Он использует стандартную английскую грамматику и лексику, найденную в газетах, книгах и журналах, в попытке замаскировать себя, но его иностранный акцент выдает его.",ru,Russian,1
c1d7ad0ac6,И как это может быть так?,"Кто-то спрашивает, в каком направлении идти.",ru,Russian,0
506321e603,А этот оторванный от жизни  придурок в данный момент  подвергает себя опасности из-за нас.,"Он сбежал, чтобы спастись от опасности.",ru,Russian,2
87f8543365,И как это может быть так?,Опросчик был один и ему не с кем было поговорить.,ru,Russian,2
b5afd8dcd8,"Это восхитительная зеленая площадка в 3,3 акра сочетает в себе лучшие садовые идеи, информацию о растениях и вдохновляющий ландшафтный дизайн.",В космосе очень много растений.,ru,Russian,0
b8b6937da2,"Из-за этого, конечно, в Британии диалекты английского языка отличаются друг от друга больше, чем в США; любой, кому приходилось столкнуться с этим, знает, что носители некоторых диалектов не понимают друг друга.","В Британии много различных диалектов английского языка, больше, чем в Северной Америке.",ru,Russian,0
f6473a1e23,"В любом случае я позвал Рамону обратно, потому что у меня был вопрос к ней о том, какой я. Хорошо, позволь мне поторопиться с этим; и еще был вопрос о том. что я делаю.",Я не стал звонить Рамоне.,ru,Russian,2
faa30d7249,"да, я просто слышала о нем в этом году мой парень любит некоторые направления музыки кантри и он это слушал и это",Мой бойфренд слушает музыку.,ru,Russian,0
470d1ea4f2,"Значит вес тот стресс и, я имею ввиду,  у меня были все причины страдать сегодня, как будто, вы даете то, что не умеете делать, вроде бы: ну вот, сделай это.","Мне сказали заменить электрический щит в офисе, но я ничего не понимаю в электричестве.",ru,Russian,1
60ee37a839,"В прошлом году более 48 000 детей из штата Нью-Йорк подвергались насилию и пренебрежению, их подвергали физическому и эмоциональному насилию, они были лишены надлежащего ухода и надзора.",Более 48 000 детей в штате Нью-Йорк подверглись насилию и были предоставлены сами себе в прошлом году.,ru,Russian,0
43896a81af,"15 Командир хочет, чтобы мы что-то сделали, и использует юридический язык, чтобы сподвигнуть нас к действию.","Командир нашёл способ заставить нас делать то, что ему было необходимо.",ru,Russian,0
1c2356f717,"Вы сразу же вернетесь к нему, и возьмите с собой свою команду, или ... Но Огл жестким выражением лица и жестом прервал его.",Ого был зол.,ru,Russian,1
bd5b364e9f,"Но он был во многом, как-бы, всё равно что сын плантатора, так как являлся сыном человека, у которого было в собственности много чего.",У его отца было много имущества.,ru,Russian,0
4f825ab7be,"Лето приносит теплую (но не жаркую) погоду и теплое море, идеальное для дайвинга, снорклинга и других водных видов спорта.",Летом температура воздуха всегда составляет 100 градусов или выше.,ru,Russian,2
13f3db64d9,"Не думаю, что это хотя бы что-то изменило, если бы он сделал это, сурово заявил его светлость.",У него был выбор между покупкой 12 цыплят и 3 быков.,ru,Russian,1
d0a7f2ce2d,"Дело Чавеса отражает результаты исследования колорадской юридической фирмы, которое показало, что мигранты, работающие на фермах штата, регулярно подвергаются воздействию опасных пестицидов в нарушение федеральных законов.",Случай Чавеса был связан с чаепитиями.,ru,Russian,2
59c9049410,"Например, в максимальном варианте все гены становятся пурпурными.",Гены могут менять цвет.,ru,Russian,0
164ab6e7aa,"Трудности анатомического строения слонов осложняют процедуру, которая так легко дается в уходе за другими домашними животными.","Слонов трудно оперировать, так как они весят намного больше других животных.",ru,Russian,1
f6761063f3,Даже сейчас Блад не претендовал на это.,Даже сейчас Блад не старается получить это,ru,Russian,0
e878152eeb,Мидхар получил новую визу в США за два дня до встречи представителей ЦРУ и ФБР в Нью Йорке.,У Михдара была американская виза для въезда в страну.,ru,Russian,0
dfe5caa1ad,"Национальный театр и концертный зал, тел. 01-7282333, более известный как Мегарон, расположен в Васе.",Мегарон -- это концертный зал.,ru,Russian,0
a315541728,"Самое важное преимущество членства в Национальном обществе Одюбона заключается в том, что оно не дает взамен ничего осязаемого сразу же.",Национальное Одюбоновское общество предоставляет своим членам множество преимуществ.,ru,Russian,0
