id,premise,hypothesis,lang_abv,language,label
e2db5bf891,这些乐器的合奏组成了几个流行音乐流派的基本管弦乐队。,乐器是小提琴、贝司和萨克斯管。,zh,Chinese,1
affb695474,Squamish镇以其在八月举办的滚动比赛而闻名，是前往加里波第省立公园徒步旅行者的有用基地。,斯夸米什是水上踩滚木竞赛开始的地方。,zh,Chinese,1
8f279ec2be,但在这方面他没有希望！ 她哭了。,他听到了她远远的呼喊。,zh,Chinese,1
9508c8e462,这种时候，我们在考虑不去打扰这些落后的小岛屿可能会更好一些。,这些岛屿被卷入战争之中。,zh,Chinese,1
6f15bd682e,来自德克萨斯州的分子生物学家Steve Harris正在访问。,史蒂夫哈里斯不论任何原因都不会离开自己的家。,zh,Chinese,2
78dd713df5,多项Quinceaeeras的研究表明，家庭想要保持一种文化历史传统，庆祝女儿的十五岁生日正是一种持续与拉丁传统保持文化联系的方式。,庆祝女儿十五岁生日是继续文化关系的一种手段。,zh,Chinese,0
1a9e20780e,我们靠你和其它大方的朋友来提供省下的38%。,我们不再需要您的帮助，因为我们获得的资金超过了我们所需。,zh,Chinese,2
4b6b98f612,她因为对此的回忆而颤抖。,她试图不去想发生了的事情。,zh,Chinese,1
9220ddf30f,嗯，我的祖父母总是非常非常的有爱心，而我的父母也是，我们在下边享受美好时光。,开车去祖父母的房子花了很长时间。,zh,Chinese,1
4dc8526604,如果救世军的红盾可以说话，它可能会告诉你我们最近如何帮助糖尿病患者获得所需的胰岛素。,救世军帮助任何需要它的人。,zh,Chinese,1
079bc9dbe5,“清楚。”他的勋爵等了一会儿才回答。,主在拖延时间的唯一原因是他需要想到一个机智的回复。,zh,Chinese,1
9bc1f9996c,与你的电视机在一起，你觉得适合电视被盗窃的惩罚是死亡,你认为对于盗窃电视行为的最佳选择就是让他们走。,zh,Chinese,2
6eff086099,是的，事实上，我有这样的更老的歌手或更老的歌手老姐妹,我有一个比我大的姐姐。,zh,Chinese,0
1ed6aae50a,我们的初步观察表明，GPRA绩效报告可能会更有用如果他们,我们的观察表明，无法增加GPRA报告的实用性。,zh,Chinese,2
3e8557c90c,他们的要求在规模和复杂程度上要小得多。,他们的要求比替代方案要宽松。,zh,Chinese,0
07ea92cf54,可是呃所以你喜欢不同的食物吧,你喜欢不同类型的食物吗？,zh,Chinese,0
cf8a3260a6,法学院的需求范围从购买额外的电脑终端到支付我们模拟法庭团队的旅行费用，以及翻新灰色休息室以购买图书馆必要的参考资料。,只有一半的法学院电脑仍然能用。,zh,Chinese,1
412b3377b4,有关盖茨报告的建议，请参阅DCI特别工作组报告，改善情报警告，1992年5月29日。,关于改进情报预警方法的报告于1992年制作。,zh,Chinese,0
a4acf71886,他一次又一次地把它们扔给我,他把它们一次又一次扔向我。,zh,Chinese,0
d817ff59b2,既然我们独立了，请帮助我们加大和你的水平差距 。,我们希望你能在我们独立时帮助我们。,zh,Chinese,0
b6f4768ea7,除了这个令人遗憾的公民自由记录之外，美国联邦调查局在白宫自己原先的旅行调查中被滥用，而后来被称为文件门。,白宫滥用 FBI。,zh,Chinese,0
e5927b3a9e,Lego World可以构建机器工具来构建其他对象，包括其他工具。,乐高世界每年获得数十亿美元的利润。,zh,Chinese,1
d832a824ce,任何情况下，都必须采取措施，不要歧视客户主张。,并不要求刻意去规避客户的索赔。,zh,Chinese,2
ecc1d3c0d0,1868年第十四次修正案的颁布，将我们置入了一场宪法革命的开端。,第十四条修正案在经过长时间谈判后以仅两票通过。,zh,Chinese,1
5d944796cc,啊！那可能是哪条路呢？,提问者很着急，需要马上知道要走的路线。,zh,Chinese,1
b0b1ca1fc4,29号是家具和银器，122号的泰升公司是瓷器。,瓷器不仅仅是家具和银器。,zh,Chinese,0
8408f2795a,到时候我肯定告诉你。,好的，我会告诉你的。,zh,Chinese,0
c23f6ad775,当你穿过他们的是偶你可以看到一个老的烟囱从树丛中升起，这是一个确定的信号预示着这里曾经是Hacienda的一部分,烟囱不是那村庄曾是庄园一部分的指标。,zh,Chinese,2
98c2b5ca98,这可能是我从小记得的第一件事，啊，尤其是我做错的那些事。,我对童年没有什么记忆。,zh,Chinese,2
67488b8cd7,1962年底，我接到了命令去华盛顿特区。,军队马上派我去了DC。,zh,Chinese,1
e827493ab2,纽约街头最令人恼怒的场景（不包括唐纳德特朗普与特威德老大的鬼魂跳裸舞）是所有人都在叽叽喳喳的打电话。,在纽约人们有手机。,zh,Chinese,0
ac992c7135,永乐墓室上面的大型庭院和亭子已经修复完成，放有从十三陵所发掘出的宝藏，包括皇朝装甲。,你可以触摸其中一些帝王盔甲。,zh,Chinese,1
400848fa1b,人道协会不仅仅为动物和人提供有效的社会性服务，同样也是Nashua之城的一大助力。,保护动物协会根本不保护动物。,zh,Chinese,2
d5ef65818a,那么考虑一下法律和合同的作用，它们的限制使得经济活动的相关流程沿着特定的活动走廊。,税法有一个目的。,zh,Chinese,1
28c0e03a16,表A-总共所要求的水银含量用EGUS,Mercury有津贴。,zh,Chinese,0
18b8a38f20,由每章中30到50个成年男性组成的团体(称为莫拉达斯)，由这一团体所分出的普通成员称为赫马诺斯门徒(服从命令的兄弟)和军官，称为赫马诺斯德鲁兹（光之兄弟）。,每章中有超过一百名官员参与。,zh,Chinese,2
e53fa8ad97,前贝克萨尔团领袖Brendan Gill宣称他似乎已经看到了南德克萨斯运动爆发的暗潮涌动。,布伦丹·吉尔喜欢合并。,zh,Chinese,0
28fc07ed98,美国人口普查局利用5位邮政编码对1990年人口和住房普查数据进行分组。,美国人口普查局自二十世纪六十年代以来按邮政编码组织了其数据。,zh,Chinese,1
fc004b28ed,四十年前，一名名叫贝蒂格罗塔（Betty Groh Tower）学生进入病历管理项目，成为我们的第一个毕业生。,Betty Groh Tower四十年前就毕业了。,zh,Chinese,0
9fc1751c15,目前正在进行或计划进行的其他工作包括,我们对未来没有任何计划。,zh,Chinese,2
09feca4a79,你本应看到危险。,您真的需要注意发生紧急情况。,zh,Chinese,0
f7d1655e97,她离开了他，之后与Wolverstone一起靠在铁轨上，他看着艘那载着十几名水手的船，由一个猩红色面孔的坐在船尾的指挥的穿的靠近。,正在靠近的船配有十二个船员。,zh,Chinese,0
2daa1fdf95,我应该更加赞美他吗？,我应该表扬他的钢琴演奏吗?,zh,Chinese,1
9cca02831a,我们假设人均数量与可能数量之间存在直接线性关系,我们计算得出的数量与每件可能的数量完全相同。,zh,Chinese,1
1cae415486,在6月底的部长会谈上，Tenet被要求去评估塔利班跟美国的共同打击阿尔盖达的可能,这个计划被放弃了，因为塔利班需要大量金钱和武器进行合作。,zh,Chinese,1
34ad3a3fcf,我就在那里尝试解决这个问题。,我试图了解钱的去向。,zh,Chinese,1
99c5366a6c,但这不是英国，混蛋。第二支枪的轰鸣声传来，一轮射击向后方溅起了半个缆绳那么高的水花。,有很多枪开火 。,zh,Chinese,0
3827039009,虽然他应该敢于尝试，但要确保他自己的官员不敢做出别的来反对他。,他是一个人，没有军官。,zh,Chinese,2
9265594243,彼此阻拦,是的，阻碍彼此。,zh,Chinese,0
a6d79e4478,一架喷气式燃料火球在撞击时爆炸并击落至少一座电梯。,火球至少向一个电梯井下行。,zh,Chinese,0
046455c2d6,"但他们有一个私人的, 隐藏的名字, 这仍然是一个家庭秘密。",这个秘密的名字在家族中代代相传。,zh,Chinese,1
9660db53b6,9/11以后，Motassadeq 向德国当局宣布，Shehhi 已要求他在自己不在的时候解决事端。,Motassadeq告诉大家Shehhi已经离开了。,zh,Chinese,2
ae05afc637,哦，好的，有意思，你上课，呃，你学过怎么做吗？,我打赌你是自学的。,zh,Chinese,1
9d4b90e750,我怎么能诚恳地拘留他们？ 这是讨价还价。,如果我居留了他们，我不会原谅自己。,zh,Chinese,1
24cff8fe2d,秘书处将32902章节中关于燃油经济性标准的制定权交给了美国国家公路交通安全管理局局长。,署长秘书还有很多其他职责。,zh,Chinese,1
68eb25008b,皮卡德回忆起在7月12日的新闻发布会上所说的声明。,Pickard将他们说的话忘得一干二净。,zh,Chinese,2
774dc2d0c6,第三，“掠夺者”携带的地狱火弹头需要再弄弄。,弹头地狱火，还没有准备好对上掠夺者。,zh,Chinese,0
3a7807fd79,但是他对他们做了一些不一样的事,他们做事情的方式有点不一样。,zh,Chinese,0
ba6e1f21fb,我请求你今天请IRT帮助他们继续他们26年来的杰出工作。,请在今天向IRT捐赠100美金。,zh,Chinese,1
bb3a9bffda,寻找艾米莉·狄金森后来的诗歌，有关这首诗我想了解的一切，都在微软上找到了。,Dickenson是写小说的。,zh,Chinese,2
ad4794f489,听听这位绅士！他嘲笑到。,他取笑了那个男人。,zh,Chinese,0
da5e020d4e,当公民社会置若罔闻时，疯狂的想法会失去其优势。,当被文明社会忽视时，疯狂的想法就不那么锐利了。,zh,Chinese,0
830bfcbe61,帕丘卡斯是帕丘科斯的女朋友，但他们也都有自己的穿着风格。,Pachucas比pachucos穿着更多衣服。,zh,Chinese,1
f82c30f887,"因此, 联邦机构需要重新评估其人力资本做法, 以确保联邦金融专业人员能够应付这些新的挑战, 来支持其机构的任务和目标。",联邦特工面临一些新的挑战。,zh,Chinese,0
32e640f4a0,但另一方面，我们吃了很多浣熊、负鼠和乌龟。,我已经尝试过将许多不同种类的动物当食物。,zh,Chinese,1
6a160d3c2d,我得到的不仅仅是一份工作。,我有一份占用我所有时间的工作。,zh,Chinese,1
bfe0d4911f,这封信是为了让你知道我们仍然需要你的帮助来继续我们强大的财政管理，充满活力的戏剧作品和杰出教育计划记录。,我们还需要10000美元来制作《狮子王》。,zh,Chinese,1
364f48a169,在本章的最后一节，我转向了另一个我称之为自然游戏的谜题。,本章有自然游戏的材料。,zh,Chinese,0
9358ec0093,普鲁蒂希望你立即恢复你的幽默感，并感激你的朋友在任何，呃，伤害发生之前加入了。,普鲁迪认为，当你笑对一切时，生活就会更加美好。,zh,Chinese,1
f5efda1426,然后，另一位之前已经参观过的代表又拜访了新的供应商，解开了迷惑并且一起探讨了在索取样品上可能遇到的任何问题。,我们从未拜访过。,zh,Chinese,2
8d8081015c,几位证人作证说，一旦外国人离开该国，即终止作证。,证人不愿作证。,zh,Chinese,2
9e9c931858,我报道，就像我在华盛顿一样我们搬到了内华达州拉斯维加斯城区的一个地方。,我一生中从未去过拉斯维加斯。,zh,Chinese,2
f34d660945,标记它们或任何你自己做的事，他们告诉你该做什么，但你都由自己做,他们给出了如何去做的体面指示。,zh,Chinese,1
bfaeda6145,哦，不，但是他们在Oaklawn跑道上进行赛马比赛。,奥克劳恩赛道上没有比赛。,zh,Chinese,2
8d45cc9de1,一个对普通的依恋的量度是，总统带钱包吗？,没人在乎总统是否带着钱包。,zh,Chinese,2
eab3f43a3a,通过社会运作的支持，每天形成美妙联系成为可能。,该协会对所建立的联系作出了很大的贡献。,zh,Chinese,0
8197573021,哦，好的，有意思，你上课，呃，你学过怎么做吗？,你从哪学到怎么做的？,zh,Chinese,0
a9378f4bd6,当前的任务是结束战争和统一国家。,在这场战争中有数千人死于战斗。,zh,Chinese,1
b08e5a1aea,美国驻法国大使帕梅拉哈里曼、传奇民主党金融家、以及20世纪伟人的系列妻子和情人，76岁死于脑出血。,哈里曼已经结婚很多次了。,zh,Chinese,0
e300fac52f,需要注意的是法国邮政密度成本的影响大于,邮政密度把法国的费用提高了最多40%。,zh,Chinese,1
3052abda27,是的，这是我们的，我们各农村间的关系非常糟糕,我们这边信号不好。,zh,Chinese,0
fb586f6f35,时间预示着SAT会有麻烦。,教育环境正在发生变化，所以SAT会出现问题。,zh,Chinese,1
a033673a3d,许多人认为聘请Michael Apted为该系列带来更多人情味。,Michael Apted 受聘，要为这系列剧添加一点个人特质。,zh,Chinese,0
5d51abdc3f,等等！他转过身面对船长，他把他的手放在他的肩膀上并微笑，有一些依依不舍。,他听到了一些令人兴奋的消息。,zh,Chinese,1
99ab9cb5a3,啊，现在，你真的不能吗?他哭了。,他喊了一个问题。,zh,Chinese,0
733ccec0cb,总理和国王之间的区别在于国王没有副国王。,总统有副总统，但国王没有副国王。,zh,Chinese,0
399c5742d2,继续往东走，您会经过柏林最重要的歌剧组团之一，Komische Opera的现代化建筑。,Komische Oper是德国最着名的一个。,zh,Chinese,1
71f6195c6d,在柱子上方的一个平台上是Chaac-Mool雕刻的卧姿人，它的腹部被掏空成碗状来接受供品，一些专家认为这些供品中还包括人体新鲜的心脏。,Chaac-Mool从人们那里得到布施。,zh,Chinese,0
1bb375effb,在美国11号的案例中，飞机最后一次正常的通信是上午8点13分。,有来自美国11的通信。,zh,Chinese,0
5b8a285c6c,他告诉我他到底需要什么，他今天就用到了。,他告诉我，我必须在下午2点前完成整个项目。,zh,Chinese,1
338a3df7a5,来电显示，感谢您接听我的电话。,没有人接听来电。,zh,Chinese,2
1463def95b,这些分子器件的高阶复合物之所以出现，是因为自然选择能够在集合特性增强适应性时，对这些分子聚集物的集合特性起作用。,在某些条件下可能会出现更复杂的分子设备。,zh,Chinese,0
0fabc2c0c6,一个最近的卢·哈里斯民意调查显示当今超过66%的女性企业领导者都有女童子军背景。,三分之二的女性企业领导者曾参加女童子军至少五年。,zh,Chinese,1
a26f4f6b9d,对，这是真的，但呃，但我认为我的意思是超越了这些，即使我是说如果你高中辍学,是的，这就是事实。,zh,Chinese,0
40c96e6b17,老太太以前常说她姐姐和姐丈是如何决定要搬到奥古斯塔城里去，并且被当做白人看待。,奶奶的妹妹是白人，搬到了德克萨斯州。,zh,Chinese,2
68e1fc90e9,"宝藏海滩是唯一一个可以提及的的度假胜地, 只有少数酒店伸展横跨三个沙湾。",瑰宝海滩是该地区众多度假村之一。,zh,Chinese,2
4c7f96b84b,今天，旅游团来短期停留，而如巴厘岛各地一样，标准和价格都稳步上涨。,旅行团去巴厘岛看庙,zh,Chinese,1
7436a7c1f0,你知道，我昨天去图书馆找了找，我找到了这本PJ O'Rourke的新书叫《恐怖的议会》，它是关于呃,我昨天在图书馆收到了PJ O'Rourke的书。,zh,Chinese,0
c2852ca8b9,1973年为Gary、Elkhart和Terre Haute等城市的学生表演的演员巡回团的开始，今日的IRT教育节目,七十年代没有演员出现在印第安纳州。,zh,Chinese,2
822727ea28,他们喜欢社交，酒吧，特别是著名的棕色酒吧是他们见面的地方，感觉可以改变整个世界。,他们喜欢与共事的人交谈。,zh,Chinese,1
6af02be6e1,我们的儿科医生正在研究出生缺陷，儿童癌症，血液疾病和骨髓移植技术，我们的医学和分子遗传学研究继续揭示遗传的奥秘。,我们的儿科医生正在调查各种疾病。,zh,Chinese,0
265b385fb9,在巴哈马柑橘和菠萝上虽然有希望，并且也失败了。,尽管菠萝尝起来很好，但运输成本太高，无法把它们推向市场。,zh,Chinese,1
8686670550,由于印第安纳税法的慷慨，对大学捐款上至200美元实际上只会花费你一半的金额 - 减去你纳税申报的金额。,印第安纳是唯一一个有该慷慨税法的州。,zh,Chinese,1
2835145010,好吧，我不打算注册。,我肯定是注册了。,zh,Chinese,2
f15d9694a0,我们在这里需要资金用作种子资金，因为我们正在努力建立应该能帮学校自助自立的项目。,我们需要种子基金才能开始我们的机器人俱乐部。,zh,Chinese,1
5cd7bb335d,是的，正是我的意思，你武装上阵后，就不得不汗流浃背去做，你可以去地中海俱乐部，呃，全包，包括假期,装备真的很便宜。,zh,Chinese,2
a95b61ca13,因此，Shannon对消息空间中一条信息所占用的信息量进行了对数运算，并将其乘以源发送消息的概率。,香农对这条信息进行了计算分析。,zh,Chinese,0
b160d6a4d7,我不知道我要去干什么还是什么的，所以就去华盛顿指定的地方报到。,在我游行到华盛顿的时候我知道我要什么,zh,Chinese,2
66b023cc1a,我并不是很了解Faulk夫人，她大约80岁，呃，并且她是一个很好的人，我见过她几次，但是我真的很紧张。,我和福克太太是很要好的朋友。,zh,Chinese,2
2168fbff78,县工作人员也将随时帮助当事人进行研究。,一名县雇员将帮助进行族谱研究。,zh,Chinese,1
9edae074c1,他意识到他可能不得不快速撤退。,如果他逗留在同一个地方，他会被发现。,zh,Chinese,1
3d5d229541,旅游局试图重新命名L'Estrie地区，但即使是最激进的魁北克人也更喜欢直接的，就像类似于Cantons de l'Est 的这类翻译。,旅游业人士希望给这个地区取个新名字。,zh,Chinese,0
857c61659c,有关9月11日疏散的辅助方法，请参阅民事采访14（4月）。,在“平民访谈14”的部分，有9月11日撤离的帮助。,zh,Chinese,0
125cd166ee,因此我假设P是反应的变构增强剂。,P使反应速度提高了一倍以上。,zh,Chinese,1
89cb3c6988,对这样的事情是没必要逆风停船的，除非你十分想确定我们被击沉。,对他们来说有一种下沉的方法。,zh,Chinese,0
6d35b336f0,呃，他们搬到了市中心，那里有，呃，在Augusta这样的街道上，这条大街叫做Broad Street，它真的就是市区这条宽阔的街道。,他们去了那条街到，因为那条街有最多的饭店和酒吧。,zh,Chinese,1
d977091610,总而言之，爸爸去为我制作这一大杯好喝的巧克力牛奶。,爸爸给我倒了一杯牛奶。,zh,Chinese,0
05a4b6d9f7,嗯，不，我住在校外,我住在离校园不远的地方。,zh,Chinese,1
b6b52d1a0d,自选举以来已经过去了一个月，共和党和民主党人仍然很高调。,总统选举已经过去一个月了。,zh,Chinese,1
35337ef7e7,最后，我们必须警惕会带来的明显不同的含义那种延长。,编辑的工作一般来说就是发现这类错误。,zh,Chinese,1
df1c1b950c,在右舷边的他的床舱里，被同样的声音打扰的Julian勋爵，也已经起床，急忙地穿衣。,朱利安勋爵在他的小屋匆忙穿衣。,zh,Chinese,0
e8f6e34754,一旦飞机撞入，由于建筑物的三个楼梯间的损坏或无法通行的情况，他们无法下楼。,他们走楼梯下楼。,zh,Chinese,0
f263f59323,Malecen背后的几个街区有着越来越多，越来越有城市特色的独特俱乐部。,越来越多的俱乐部具有独到之处，都市风越来越浓郁。,zh,Chinese,0
f6754dc582,巴士停在Isidoro Macabich车站，或者像在同一大道上的Delegacien del Gobierno大楼对面的小型蓝色巴士那样。,巴士总是停在Isidoro Macabich。,zh,Chinese,2
a3bf0fd1b6,你不会想错过即将来临的活动,有一些好的活动就要开始。,zh,Chinese,0
db2a7a4c3b,他还命令拉姆斯菲尔德部长制定针对塔利班的军事计划。,没有人命令制定一项军事计划。,zh,Chinese,2
8085f29c7b,世界卫生组织宣称，一种治疗肺结核的新方法将会在未来十年间救治一千万人。,世界卫生组织制定了一项战略，可以挽救数百万人的结核病。,zh,Chinese,0
ca36742170,好几个月之前，他们有六名陪审团成员，我想他们，你知道的，一直都是十二个，十二个可以说是经过考验非常可靠的人,陪审团总是13人。,zh,Chinese,2
2cf8c953bb,Ramzi Yousef和Khalid Sheikh Mohammed策划了1995年的马尼拉航空计划，KSM帮助资助Yousef在1993年试图炸毁世界贸易中心的尝试。,两个阴谋都失败了，进一步的企图亦受挫。,zh,Chinese,1
29d717e38f,显然，相当武断，许多美国电影协会的选择可能没有靠谱的文化解释。,AFI的选择是可以被证明有历史正确性的纪录片，并可在历史课程中使用。,zh,Chinese,2
c720c9a569,他来自希腊，他来自希腊的一个叫Tokalleka的小村庄，我相信他是在1969或1970年来美国的，并且他很快就结婚了。,他是希腊人。,zh,Chinese,0
72835da8b9,哪个阵营是对的都会对公共健康产生巨大的影,至少有一个营地会对公共健康产生影响。,zh,Chinese,0
edaf858d12,正如我们后面将要看到的，eVect可以使生物圈最大化其自身维度的平均持续增长。,生物圈的维度不容易作出增长。,zh,Chinese,1
ede0c57b3e,高卢语虚拟语气的错综复杂，根本不令他担心，最好的原因是他甚至懒得去尝试。,他担心世上所有的事。,zh,Chinese,2
6ba1b6ec11,因此我不能接受亨德里克的信息源，尽管他只是抄袭了其他地方的方法论，包括OED,我很确定亨德里克森没有什么自己的想法。,zh,Chinese,1
7d928afd9c,许多人认为聘请Michael Apted为该系列带来更多人情味。,这个系列被认为是冷酷无聊的，所以聘请迈克尔·艾普特来增加温暖的个人风格以提高收视率非常重要。,zh,Chinese,1
3c8a88035e,当地报纸和一些有影响力的卫星广播公司 - 如半岛电视台 - 强化了描绘美国为反穆斯林的圣战主题。,一些报纸传播反穆斯林的言论。,zh,Chinese,0
a2213e604c,同样的，打字员需要手指的力量去创造词汇而不是电子器械的帮助,打字机不需要任何电子部件。,zh,Chinese,1
934bd6729c,主要的一点是，世界上并没有那么多的米洛舍维奇。,没有那么多米洛舍维奇。,zh,Chinese,0
6635f9c120,加央，位于首府南部的瓜拉玻璃市是距离兰卡威不到一小时渡轮航程的出发点。,瓜拉玻璃市在南面。,zh,Chinese,0
104e6600d3,是的，我总是说如果我死了，我总是说如果我死了我会变成一只狗回来，那是最好的方式。,我总觉得如果我死了，我下辈子会是一条狗。,zh,Chinese,0
0032c0f51d,它仍然让我害怕。,它并没有吓到我。,zh,Chinese,2
e2cbac03bd,虽然陈述更好，但答案给出了完成的心理图景。,声明给出了更多细节。,zh,Chinese,1
2f0133ffdf,在离植物园不到一英里的地方，你会发现在路的右边有两座教堂，山坡上有数百个白色的家族墓地。,教堂也是儿童日托中心。,zh,Chinese,1
2051c6eba0,当你离开交通挤压的主要动脉后，你会发现阿尔布费拉的老城区还保留了一些传统的魅力。,阿尔布费拉很古雅。,zh,Chinese,0
1dc09a5fbf,"McCoy邀请__公司基金会提供10,000美元的支持。","McCoy正在要求价值$10,000的支持。",zh,Chinese,0
256d6c62cc,你今天的帮助会使我们增强美国的慈善事业，通过教育，领导力的项目,我们完全不打算扩展。,zh,Chinese,2
cda2f93db4,第三个特征是状态空间中流动的趋同与发散，表征有序与混沌状态的特征，这对我们未来的讨论可能是最重要的。,在我们未来的讨论中最重要的事情就是第三个功能。,zh,Chinese,0
